420, 0
191, 1
192, 2
173, 3
475724, 4
874856, 5
759163, 6
646973, 7
1109388, 8
1249824, 9
1203219, 10
1749766, 11
1641748, 12
1858180, 13
2078112, 14
2187510, 15
